                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    302,                0.50041,                0.40913,                 1.1472,                0.99794,                      1,                  0.995,                0.96774,                0.34264,                0.33473,                0.98923,              0.0011719,              0.0011719,              0.0011719
                    303,                0.45999,                0.41125,                 1.0397,                0.99771,                      1,                  0.995,                0.95814,                0.37657,                0.33303,                 1.0193,              0.0011703,              0.0011703,              0.0011703
                    304,                0.50984,                0.43933,                 1.1404,                0.99791,                      1,                  0.995,                0.95676,                0.36457,                0.32905,                 1.0233,              0.0011686,              0.0011686,              0.0011686
                    305,                0.47835,                0.41202,                 1.0986,                0.99787,                      1,                  0.995,                0.95932,                0.34644,                 0.3338,                 1.0233,               0.001167,               0.001167,               0.001167
                    306,                0.48316,                0.41862,                 1.1319,                0.99808,                      1,                  0.995,                0.95956,                0.35945,                0.34852,                 1.0345,              0.0011653,              0.0011653,              0.0011653
                    307,                0.49943,                0.45419,                 1.0852,                0.99737,                      1,                  0.995,                0.95997,                 0.3544,                0.37134,                 1.0263,              0.0011636,              0.0011636,              0.0011636
                    308,                0.46158,                 0.4194,                 1.1197,                0.99577,                      1,                  0.995,                0.95821,                0.36358,                0.39856,                 1.0332,               0.001162,               0.001162,               0.001162
                    309,                0.47965,                0.45811,                 1.1199,                0.99355,                      1,                  0.995,                0.95962,                0.37198,                0.41065,                 1.0435,              0.0011603,              0.0011603,              0.0011603
                    310,                0.55196,                0.53206,                 1.1726,                0.99324,                      1,                  0.995,                0.96429,                0.35099,                0.37438,                 1.0335,              0.0011587,              0.0011587,              0.0011587
                    311,                0.51586,                0.47611,                 1.1057,                0.99469,                      1,                  0.995,                0.94782,                0.39263,                0.36893,                 1.0569,               0.001157,               0.001157,               0.001157
                    312,                0.50171,                0.42402,                 1.1486,                0.99694,                      1,                  0.995,                0.95975,                0.37037,                0.35171,                 1.0489,              0.0011554,              0.0011554,              0.0011554
                    313,                0.44848,                0.42867,                 1.0902,                0.99748,                      1,                  0.995,                0.97009,                0.35928,                0.32554,                 1.0502,              0.0011537,              0.0011537,              0.0011537
                    314,                0.50466,                0.46792,                 1.1275,                0.99751,                      1,                  0.995,                0.95947,                 0.3702,                0.33422,                 1.0475,              0.0011521,              0.0011521,              0.0011521
                    315,                0.49994,                 0.4282,                 1.1349,                0.99765,                      1,                  0.995,                0.97482,                0.33854,                0.34158,                 1.0272,              0.0011504,              0.0011504,              0.0011504
                    316,                0.48046,                0.42928,                 1.1477,                0.99737,                      1,                  0.995,                0.94728,                0.37982,                 0.3769,                 1.0474,              0.0011488,              0.0011488,              0.0011488
                    317,                0.52908,                0.51978,                 1.1741,                0.99697,                      1,                  0.995,                0.94796,                0.38552,                0.35142,                 1.0246,              0.0011471,              0.0011471,              0.0011471
                    318,                0.54369,                  0.456,                 1.2277,                0.99636,                      1,                  0.995,                0.97004,                0.32914,                0.32075,                0.98791,              0.0011455,              0.0011455,              0.0011455
                    319,                0.44759,                0.41505,                 1.1285,                 0.9966,                      1,                  0.995,                0.98268,                0.30699,                 0.3039,                0.97117,              0.0011438,              0.0011438,              0.0011438
                    320,                 0.4206,                0.40386,                 1.0627,                0.99638,                      1,                  0.995,                0.98201,                0.33387,                0.32449,                0.99209,              0.0011422,              0.0011422,              0.0011422
                    321,                0.48838,                0.42641,                 1.0961,                0.99625,                      1,                  0.995,                0.97441,                 0.3562,                0.32855,                 1.0149,              0.0011405,              0.0011405,              0.0011405
                    322,                0.51335,                0.43188,                 1.1576,                0.99635,                      1,                  0.995,                0.98794,                0.34427,                0.32348,                 1.0207,              0.0011389,              0.0011389,              0.0011389
                    323,                0.47911,                0.46996,                 1.1335,                0.99653,                      1,                  0.995,                0.96159,                0.36709,                0.33026,                 1.0163,              0.0011372,              0.0011372,              0.0011372
                    324,                0.47758,                0.40237,                 1.0127,                0.99662,                      1,                  0.995,                0.95093,                0.37182,                0.35891,                 1.0177,              0.0011356,              0.0011356,              0.0011356
                    325,                 0.4747,                0.43622,                 1.1068,                0.99721,                      1,                  0.995,                0.93945,                0.36074,                0.39509,                 1.0192,              0.0011339,              0.0011339,              0.0011339
                    326,                0.53271,                0.44721,                 1.1493,                0.99802,                      1,                  0.995,                0.95839,                0.34992,                0.42368,                 1.0203,              0.0011323,              0.0011323,              0.0011323
                    327,                0.54524,                 0.4414,                 1.1121,                0.99776,                      1,                  0.995,                0.97477,                0.34386,                0.38716,                 1.0182,              0.0011306,              0.0011306,              0.0011306
                    328,                0.42662,                0.41256,                 1.0465,                0.99715,                      1,                  0.995,                0.95534,                0.36228,                0.36163,                  1.025,               0.001129,               0.001129,               0.001129
                    329,                0.42139,                0.37506,                 1.0292,                0.99665,                      1,                  0.995,                 0.9802,                0.35554,                 0.3334,                  1.038,              0.0011273,              0.0011273,              0.0011273
                    330,                0.46462,                0.42094,                 1.1699,                0.99634,                      1,                  0.995,                0.97535,                0.33614,                0.33786,                 1.0217,              0.0011257,              0.0011257,              0.0011257
                    331,                0.47662,                 0.4059,                 1.1601,                0.99628,                      1,                  0.995,                 0.9798,                0.33011,                0.34223,                 1.0005,               0.001124,               0.001124,               0.001124
                    332,                0.43686,                0.40292,                 1.0251,                0.99594,                      1,                  0.995,                0.98056,                0.33112,                0.33796,                  1.008,              0.0011224,              0.0011224,              0.0011224
                    333,                0.53812,                0.42692,                 1.1591,                0.99588,                      1,                  0.995,                0.97404,                0.32429,                0.33014,                 1.0266,              0.0011207,              0.0011207,              0.0011207
                    334,                0.43052,                0.41867,                 1.0568,                0.99681,                      1,                  0.995,                0.97107,                0.35195,                0.36171,                  1.062,              0.0011191,              0.0011191,              0.0011191
                    335,                 0.4992,                0.43475,                 1.1645,                0.99649,                      1,                  0.995,                0.96627,                0.34989,                0.39941,                 1.0551,              0.0011174,              0.0011174,              0.0011174
                    336,                0.50548,                0.45822,                 1.1287,                 0.9964,                      1,                  0.995,                0.95345,                 0.3418,                0.40214,                 1.0522,              0.0011158,              0.0011158,              0.0011158
                    337,                0.51125,                0.43739,                 1.1434,                0.99671,                      1,                  0.995,                0.96188,                0.33601,                0.35554,                 1.0446,              0.0011141,              0.0011141,              0.0011141
